Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38249.7807,7.23,-19,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,37.828133,-122.405483,,
38249.78071,7.15,-19,20.2,-32.2,14.5,225,,3.2,96,1.1,255,,17,,21.67,19.9,,,,,,,,,,,,12.25,,,,,,,,,,,251.8,6.1
38249.78072,7.09,,,,,,,,,,,0.67,,,,,,-5,,,,,,,,,,,,,,,,,,,37.828133,-122.405567,,
38249.78073,7.06,-18,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,37.828133,-122.405567,,
38249.78074,7.05,-19,19.8,-33.2,14.3,225,,3.6,97,1.1,255,,17,,21.09,20.8,,-5,,,,,,,,,,12.25,,,,,,,,,,,251.8,6
38249.78076,7.03,-19,,,,,,,,,254,19.61,,945,,,,,,,,,,,,,,,,,,,,,,,37.828133,-122.405633,,
38249.78077,7.03,,,,,,,,97,1.1,254,,,,20.36,21.3,,,,,,,,,,,,12.26,,,,,,,,,37.828117,-122.405683,251.8,6.1
38249.78078,,-19,20.2,-33.6,14.2,224,,3.6,,,,4.72,17,1029,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78079,6.97,-18,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,37.828117,-122.405783,,
38249.7808,6.96,,,,,,,,98,1.09,252,,,,,21.8,,,,,,,,,,,,12.25,,,,,,,,,37.828117,-122.405783,250.8,6.1
38249.78081,,-17,19.5,-31.6,13.7,225,,3.8,,,,,17,,20.3,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78083,7.03,-19,,,,,,,,,252,,,946,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.4059,,
38249.78084,7.04,,19.9,,,,,,98,1.08,252,,,,20.18,21.8,,,,,,,,,,,,12.25,,,,,,,,,,,249.8,6.2
38249.78085,,-20,,-31.8,13.7,225,,3.7,,,,31.56,17,903,,,,-6,,,,,,,,,,,,,,,,,,,,,,
38249.78086,7.1,-19,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.406,,
38249.78087,7.1,,20.3,,,,,,99,1.08,252,,,,19.87,21.6,,,,,,,,,,,,12.25,,,,,,,,,37.8281,-122.406,248.8,6.3
38249.78088,7.2,-19,,-34.7,13.5,222,,3.6,,,,6.44,17,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.7809,7.26,-18,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,37.828083,-122.406067,,
38249.78091,7.25,,19.8,,,,,,99,1.09,252,,,,19.41,21.7,,,,,,,,,,,,12.25,,,,,,,,,37.828083,-122.406133,248.8,6.3
38249.78092,7.33,-18,,-34.6,,222,,3.4,,,,-3.17,17,,,,,-5,,,,,,,,,,,,,,,,,,,37.828083,-122.40615,,
38249.78093,7.41,-19,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.406217,,
38249.78094,7.43,-22,18.6,-39.4,12.8,220,,3.2,100,1.1,253,,18,,19.14,21.3,,,,,,,,,,,,12.26,,,,,,,,,,,247.8,6.4
38249.78095,,,,,,,,,,,,19.39,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78096,7.44,-21,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4063,,
38249.78098,7.44,-21,19.8,-39.2,12.8,220,,3.1,101,1.13,254,,17,,19.23,20.3,,-3,,,,,,,,,,12.26,,,,,,,,,,,247.8,6.4
38249.78099,7.34,-21,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.406367,,
38249.781,7.29,-18,20.5,-31.1,13.2,223,,3.2,103,1.14,253,,17,,19.51,20.6,,-4,,,,,,,,,,12.24,,,,,,,,,37.828067,-122.406417,249.8,6.4
38249.78101,7.24,-17,,,,,,,,,253,-5.28,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40645,,
38249.78102,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4065,,
38249.78103,7.17,-17,21.3,-31.2,13.2,225,,3.5,103,1.12,252,,17,,20.05,21.4,,-4,,,,,,,,,,12.25,,,,,,,,,,,250.8,6.3
38249.78105,7.19,-17,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.406583,,
38249.78106,7.21,-17,20.8,-31.5,13.7,224,,,103,1.12,252,,,,19.72,21.4,,,,,,,,,,,,12.26,,,,,,,,,,,249.8,6.3
38249.78107,7.17,-17,,,,,,3.5,,,254,,17,,,,,-5,,,,,,,,,,,,,,,,,,,37.828033,-122.406667,,
38249.78108,7.15,,,,,,,,104,1.12,255,,,,19.38,20.6,,,,,,,,,,,,12.26,,,,,,,,,37.828033,-122.406667,248.8,6.3
38249.78109,,-17,21.5,-31.5,13.7,225,,3.4,,,,,17,,,,,-4,,,,,,,,,,,,,,,,,,,,,,
38249.7811,7.19,-18,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.406783,,
38249.78112,7.2,-19,20.7,-33.4,14.2,225,,3.2,106,1.15,256,,17,,19.05,19.7,,,,,,,,,,,,12.26,,,,,,,,,,,249.8,6.2
38249.78113,7.21,,,,,,,,,,,19.22,,910,,,,-5,,,,,,,,,,,,,,,,,,,37.828033,-122.4068,,
38249.78114,7.22,-19,,,,,,,106,1.17,257,,,,,18.9,,,,,,,,,,,,,,,,,,,,,37.828033,-122.406883,249.8,6.2
38249.78115,7.23,-19,20.7,-33.2,14.2,226,,3,,,257,48.56,17,1002,18.77,,,-4,,,,,,,,,,12.25,,,,,,,,,,,,
38249.78116,7.18,-18,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.40695,,
38249.78117,7.15,,19.6,,13.9,,,,107,1.17,259,,,,18.77,19.3,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.40695,250.8,6.2
38249.78118,7.01,-18,,-32,,227,,3.3,,,,15.83,18,946,,,,-4,,,,,,,,,,,,,,,,,,,37.828033,-122.407017,,
38249.7812,6.99,-17,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.407017,,
38249.78121,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.407067,254.8,
38249.78122,6.96,-17,19.9,-31.3,13.9,228,,3.6,109,1.16,257,-3.22,18,904,18.65,20.7,,-5,,,,,,,,,,12.26,,,,,,,,,,,,
38249.78123,6.96,-19,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.407167,,
38249.78124,6.96,,19.5,,,,,,109,1.15,257,,,,18.5,20.5,,,,,,,,,,,,12.26,,,,,,,,,37.828033,-122.407167,254.8,6.1
38249.78125,6.94,-19,,-34.6,,227,,3.5,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.407233,,
38249.78127,6.97,-19,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.407233,,
38249.78128,6.96,-18,20.1,-32.5,13.5,,,,110,1.15,259,,,,18.41,19.7,,,,,,,,,,,,12.26,,,,,,,,,,,252.8,6.1
38249.78129,6.9,-17,,,,228,,3.4,,,262,,18,,,,,-3,,,,,,,,,,,,,,,,,,,37.828033,-122.40735,,
38249.7813,6.9,,19.6,,,,,,112,1.17,262,,,,18.41,19.7,,,,,,,,,,,,12.26,,,,,,,,,37.828033,-122.40735,253.8,6.1
38249.78131,,-17,,-30.4,13.5,231,,3.5,,,,2.67,17,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.78132,6.9,-18,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.40745,,
38249.78134,6.88,-18,20.8,-34.5,14,230,,3.7,113,1.16,261,,18,,17.98,21,,-5,,,,,,,,,,12.26,,,,,,,,,,,256.8,6.2
38249.78135,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.407533,,
38249.78136,6.9,-19,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.407533,257.8,
38249.78137,6.85,-19,20.5,-34.7,14.5,230,,4,114,1.15,259,,18,,17.95,22.1,,-8,,,,,,,,,,12.26,,,,,,,,,,,,6.3
38249.78138,6.84,-20,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.4076,,
38249.78139,6.82,,,,,,,,115,1.14,261,,,,,22.8,,,,,,,,,,,,,,,,,,,,,37.82805,-122.40765,256.8,6.2
38249.7814,6.95,-20,21.3,-34,14.6,230,,4.1,,,,39.06,18,,17.89,,,-7,,,,,,,,,,12.26,,,,,,,,,,,,
38249.78142,7.02,-19,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.40775,,
38249.78143,6.99,-19,22.1,-34.1,15,230,,4.1,115,1.14,260,,18,,17.89,24,,-8,,,,,,,,,,12.25,,,,,,,,,,,257.8,6.2
38249.78144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38249.78145,7.21,-19,,,,,,,114,1.16,260,,,,,24.8,,,,,,,,,,,,,,,,,,,,,37.82805,-122.407817,257.8,6.3
38249.78146,7.23,-20,23.3,-36.1,15.3,229,,3.9,,,260,,18,,17.89,,,-6,,,,,,,,,,12.24,,,,,,,,,,,,
38249.78147,7.46,-20,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4079,,
38249.78149,7.55,,,,,,,,114,1.18,259,,,,,25.1,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40795,257.8,6.5
38249.7815,,-20,23.2,-36.9,15.5,228,,3.7,,,,34.61,18,,18.38,,,-7,,,,,,,,,,12.24,,,,,,,,,,,,
38249.78151,7.66,-20,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.408067,,
38249.78152,7.69,,,,,,,,113,1.18,258,,,,,24.7,,,,,,,,,,,,12.24,,,,,,,,,37.828067,-122.408067,256.8,6.6
38249.78153,,-20,23.5,-35.7,15.8,227,,3.5,,,,9.5,18,,,,,-6,,,,,,,,,,,,,,,,,,,,,,
38249.78154,7.69,-20,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.408133,,
38249.78156,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4082,,
38249.78157,7.71,-20,22.8,-36.5,15.6,227,,3.4,112,1.2,259,-6.61,18,,18.44,23.9,,-4,,,,,,,,,,12.25,,,,,,,,,,,254.8,6.8
38249.78158,7.75,-20,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4083,,
38249.78159,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.4083,,
38249.7816,7.77,-20,23.1,-37.4,15.8,225,,3.2,113,1.21,257,,,,18.07,23.1,,,,,,,,,,,,12.25,,,,,,,,,,,255.8,7
38249.78161,7.72,-20,,,,,,,,,259,,18,,,,,-5,,,,,,,,,,,,,,,,,,,37.828067,-122.408433,,
38249.78163,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40845,,
38249.78164,7.58,-19,22.1,-36.2,15.8,226,,3.2,114,1.18,260,15.33,18,,17.77,22.5,,-4,,,,,,,,,,12.25,,,,,,,,,,,254.8,6.9
38249.78165,7.51,-19,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40855,,
38249.78166,7.42,,22.3,,,,,,115,1.17,258,,,,18.2,23.1,,,,,,,,,,,,12.25,,,,,,,,,37.828067,-122.40855,255.8,6.8
38249.78167,7.39,-18,,-32.2,15.8,228,,3.5,,,,-2.56,18,,,,,-4,,,,,,,,,,,,,,,,,,,,,,
38249.78168,7.4,-19,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,37.828083,-122.408617,,
38249.78169,7.38,-19,22.7,-34.5,15.8,227,,,114,1.14,255,,,,18.32,23.5,,,,,,,,,,,,12.25,,,,,,,,,37.828067,-122.408667,256.8,6.7
38249.78171,7.4,,,,,,,3.6,,,,,18,,,,,-6,,,,,,,,,,,,,,,,,,,37.828067,-122.4087,,
38249.78172,7.43,-19,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40875,,
38249.78173,7.42,,22.8,,,,,,114,1.13,256,,,,18.07,22.9,,,,,,,,,,,,12.25,,,,,,,,,37.828067,-122.408783,253.8,6.7
38249.78174,,-19,,-35.6,15.8,225,,3.5,,,,,18,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78175,7.41,-19,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.40885,,
38249.78176,7.38,,,,,,,,114,1.11,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,37.828067,-122.408917,252.8,6.6
38249.78178,7.36,-19,22.1,-34.5,15.5,225,,3.4,,,255,20.28,18,923,17.71,,,-5,,,,,,,,,,12.25,,,,,,,,,37.828067,-122.408933,,
38249.78179,7.34,-18,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.408983,252.8,
38249.7818,7.32,-18,22.3,-34.4,15.5,225,,3.5,114,1.09,253,5.17,18,,17.53,23.1,,-6,,,,,,,,,,12.24,,,,,,,,,,,,6.5
38249.78181,7.31,-19,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.409083,,
38249.78182,7.28,,21,,15.1,,,,113,1.07,252,,,,17.4,23.1,,,,,,,,,,,,12.24,,,,,,,,,37.82805,-122.409083,252.8,6.5
38249.78183,7.26,-18,,-32.5,,224,,3.6,,,,41.06,18,,,,,-5,,,,,,,,,,,,,,,,,,,37.82805,-122.40915,,
38249.78185,7.21,-18,,,,,,,113,1.05,252,,,,,23.6,,,,,,,,,,,,12.25,,,,,,,,,37.82805,-122.40915,250.8,6.4
38249.78186,,-18,20.5,-31.6,14.5,224,,3.8,,,,27.83,18,,17.37,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78187,7.1,-17,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409267,,
38249.78188,7.03,,21.5,,,,,,113,1.03,253,,,,17.4,23,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.409267,249.8,6.3
38249.78189,,-18,,-32.8,14.6,224,,3.9,,,,34.11,18,,,,,-6,,,,,,,,,,,,,,,,,,,,,,
38249.7819,7,-18,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409367,,
38249.78191,6.99,-18,21,-31.9,14.5,225,,,115,1.04,255,,,,17.59,22.4,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.409367,248.8,6.2
38249.78193,7.02,,,,,,,3.9,,,,22.28,18,,,,,-6,,,,,,,,,,,,,,,,,,,37.828033,-122.409433,,
38249.78194,7.06,-17,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409433,,
38249.78195,7,,,,,,,,116,1.06,258,,,,17.68,22.1,,,,,,,,,,,,12.25,,,,,,,,,37.828017,-122.409483,250.8,6.2
38249.78196,6.95,-19,19.7,-33.9,14.2,226,,3.8,,,,24.44,17,,,,,-5,,,,,,,,,,,,,,,,,,,37.828033,-122.40955,,
38249.78197,6.98,-19,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409583,,
38249.78198,7,-18,18.6,-33.8,13.7,228,,3.8,118,1.09,260,,,,17.43,22.5,,,,,,,,,,,,12.25,,,,,,,,,,,251.8,6.2
38249.782,6.97,,,,,,,,,,,9.33,17,,,,,-5,,,,,,,,,,,,,,,,,,,37.828033,-122.40965,,
38249.78201,7.05,-19,,,,,,,119,1.1,259,,,,17.65,23.1,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.40965,253.8,6.2
38249.78202,,-19,18.5,-37.8,13.4,226,,3.9,,,,,17,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78203,7.09,-21,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409733,,
38249.78204,7.15,,,,,,,,118,1.1,,,,,,23.6,,,,,,,,,,,,,,,,,,,,,37.828033,-122.4098,254.8,6.4
38249.78205,,-20,19.8,-35.9,13.4,225,,3.9,,,257,11.44,17,,17.89,,,-4,,,,,,,,,,12.25,,,,,,,,,,,,
38249.78207,7.31,-19,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.409883,,
38249.78208,7.37,-19,22.2,,13.7,,,,116,1.08,250,,,,17.89,24.1,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.409883,254.8,6.5
38249.78209,7.51,,,-33.9,,223,,3.6,,,,-3.94,17,,,,,-4,,,,,,,,,,,,,,,,,,,37.828017,-122.40995,,
38249.7821,7.62,-18,,,,,,,113,1.08,249,,,,,22.8,,,,,,,,,,,,,,,,,,,,,37.828017,-122.409967,253.8,6.7
38249.78211,,-18,20.3,-27.6,13.2,226,,3.5,,,,-7.44,17,,,,,-6,,,,,,,,,,12.25,,,,,,,,,,,,
38249.78212,7.7,-13,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,37.828,-122.41005,,
38249.78214,7.7,-13,18.5,-25.5,12.5,228,,2.9,114,1.09,255,,,,17.34,21.3,,,,,,,,,,,,12.25,,,,,,,,,37.828,-122.4101,246.8,6.6
38249.78215,7.61,-14,,,,,,,,,256,,,,,,,-3,,,,,,,,,,,,,,,,,,,37.828,-122.410117,,
38249.78216,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828,-122.410167,,
38249.78217,7.48,-16,18.8,-31.9,12.2,229,,2.6,116,1.14,256,,17,,16.98,17.8,,-5,,,,,,,,,,12.25,,,,,,,,,,,247.8,6.5
38249.78218,7.41,-20,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,37.828,-122.41025,,
38249.78219,7.31,,17.9,,,,,,119,1.16,265,,,,16.7,16.4,,,,,,,,,,,,12.25,,,,,,,,,37.828,-122.41025,249.8,6.3
38249.7822,,-21,,-37.6,12.1,229,,2.6,,,,19.39,17,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.78222,7.06,-22,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,37.828017,-122.410317,256.8,5.8
38249.78223,7.05,-23,17.4,-38.6,12,229,,2.7,,1.18,266,4.61,17,,16.73,16,,-5,,,,,,,,,,12.24,,,,,,,,,,,,
38249.78224,7.01,-23,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,37.828017,-122.410383,,
38249.78225,7.01,,,,,,,,122,1.2,265,,,,17.16,18,,,,,,,,,,,,12.25,,,,,,,,,37.828033,-122.410433,260.8,5.7
38249.78226,7.07,-22,18.4,-37.7,12,230,,3.1,,,,-5.28,17,,,,,-5,,,,,,,,,,,,,,,,,,,37.828033,-122.41045,,
38249.78227,7.07,-23,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,37.828033,-122.4105,,
38249.78229,7.03,,,,,,,,121,1.23,266,,,,,18.9,,,,,,,,,,,,,,,,,,,,,37.828033,-122.410517,261.8,5.8
38249.7823,,-24,18.6,-41.1,12,228,,3.2,,,,37.72,17,,17.89,,,-5,,,,,,,,,,12.24,,,,,,,,,,,,
38249.78231,7.09,-25,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.410583,,
38249.78232,7.11,,,,,,,,120,1.24,266,,,,,19.5,,,,,,,,,,,,12.24,,,,,,,,,37.828067,-122.410633,262.8,5.9
38249.78233,,-25,18.7,-41.2,12,228,,3.3,,,,,17,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
38249.78234,7.13,-25,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,37.828067,-122.410717,,
38249.78236,7.19,,,,,,,,120,1.23,262,,,,,21.5,,,,,,,,,,,,12.24,,,,,,,,,37.828067,-122.410733,264.8,6
38249.78237,,-23,19.7,-43.3,12.4,226,,3.5,,,,,17,914,,,,-7,,,,,,,,,,,,,,,,,,,,,,
38249.78238,7.29,-23,,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,37.828083,-122.4108,,
38249.78239,7.34,,,,,,,,117,1.23,261,,,,0,22.3,,,,,,,,,,,,12.24,,,,,,,,,37.828083,-122.41085,263.8,6.2
38249.7824,7.34,-25,18.8,-42.5,12.5,225,,3.5,,,,39.06,17,,,,,-6,,,,,,,,,,,,,,,,,,,37.828083,-122.410867,,
38249.78241,7.36,-25,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,37.828083,-122.410933,,
38249.78243,7.36,-24,19.5,-44.5,12.5,224,,3.5,117,1.22,263,,17,,16.82,22.4,,-5,,,,,,,,,,12.24,,,,,,,,,37.828083,-122.41095,260.8,6.1
38249.78244,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.411017,,
38249.78245,7.34,-22,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.411017,,
38249.78246,7.29,-22,18.4,-39.5,12.5,225,,3.5,116,1.23,263,,17,,16.55,22,,-7,,,,,,,,,,12.24,,,,,,,,,,,260.8,6.1
38249.78247,7.24,-22,,,,,,,,,266,49.56,,1094,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.411083,,
38249.78248,7.22,,17.8,,12.5,,,,117,1.24,267,,,,16.46,21.2,,,,,,,,,,,,12.24,,,,,,,,,37.8281,-122.411133,259.8,6
38249.78249,7.21,-24,,-39.5,,225,,3.4,,,,14.72,17,1012,,,,-3,,,,,,,,,,,,,,,,,,,37.8281,-122.41115,,
38249.78251,7.23,-24,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,37.828117,-122.411217,,
38249.78252,7.26,-24,19.6,-42.4,12.3,227,,3.3,118,1.27,267,,,,16.43,20.9,,,,,,,,,,,,12.21,,,,,,,,,,,260.8,5.9
38249.78253,7.26,-24,,,,,,,,,265,-2.94,17,1080,,,,-2,,,,,,,,,,,,,,,,,,,37.828133,-122.411283,,
38249.78254,7.28,,,,,,,,118,1.27,265,,,,16.15,20.8,,,,,,,,,,,,12.22,,,,,,,,,37.828133,-122.411283,265.8,6
38249.78255,7.36,-24,20.6,-42.3,12.5,227,,3.3,,,,,17,,,,,0,,,,,,,,,,,,,,,,,,,37.82815,-122.41135,,
38249.78256,7.38,-24,,,,,,,115,1.24,263,,,,,,,,,,,,,,,,,,,,,,,,,,37.82815,-122.41135,266.8,6.1
38249.78258,7.38,-24,20.7,-42.3,13.7,221,,3.2,,,253,,17,1002,16.34,21.3,,18,,,,,,,,,,12.23,,,,,,,,,,,,
38249.78259,7.21,-22,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,37.828167,-122.411433,,
38249.7826,6.87,,20.6,,,,,,107,1,217,,,,15.97,18.8,,,,,,,,,,,,12.23,,,,,,,,,37.828167,-122.411483,262.8,6.3
38249.78261,6.74,-16,,-42.2,,221,,3.4,,,,,17,,,,,22,,,,,,,,,,,,,,,,,,,,,,
38249.78262,6.53,-16,,,,,,,103,,202,,,,,,,,,,,,,,,,,,,,,,,,,,37.8281,-122.41155,219.8,6.1
38249.78263,6.5,0,17.3,-13.4,14.4,212,,2.8,,,198,,17,916,15.76,14.3,,7,,,,,,,,,,12.23,,,,,,,,,,,,
38249.78265,6.38,3,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,37.82805,-122.41155,,
38249.78266,6.33,9,17.5,-12.8,14.4,212,,1.5,101,0.74,190,,17,,15.67,7.2,,0,,,,,,,,,,12.23,,,,,,,,,,,193.8,5.7
38249.78267,6.31,9,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,37.827967,-122.411567,,
38249.78268,6.32,18,19.7,,14.4,,,,100,0.74,190,,,,15.7,2,,,,,,,,,,,,12.23,,,,,,,,,37.827967,-122.411567,176.8,6
38249.78269,6.45,18,,-11.5,,212,,0.1,,,188,27.94,17,,,,,2,,,,,,,,,,,,,,,,,,,37.827917,-122.411583,,
38249.7827,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.827917,-122.411583,173.8,
38249.78271,6.6,23,19.7,-10.1,14.4,212,,0.6,98,0.75,186,8.89,17,,15.88,-4.3,,-1,,,,,,,,,,12.23,,,,,,,,,,,,6.7
38249.78273,6.71,24,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,37.827833,-122.411583,,
38249.78274,6.8,24,22.1,37.6,14.8,,,,96,0.8,189,,,,15.94,-8.2,,,,,,,,,,,,12.23,,,,,,,,,37.827783,-122.411583,170.8,7
38249.78275,6.96,23,,,,222,,1.5,,,191,-2.39,17,,,,,-2,,,,,,,,,,,,,,,,,,,37.827717,-122.4116,,
38249.78276,7.01,,,,,,,,95,0.87,192,,,,16.25,-12.3,,,,,,,,,,,,12.24,,,,,,,,,37.827717,-122.4116,170.8,7.2
38249.78277,,23,22.5,38.5,14.8,222,,1.7,,,,28.67,17,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.78278,6.99,23,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,37.827633,-122.411633,,
38249.7828,7.02,22,20.9,38.7,14.8,,,,95,0.97,195,,,,16.12,-15.2,,,,,,,,,,,,12.23,,,,,,,,,,,172.8,7.4
38249.78281,7.1,,,,,222,,2.5,,,,,17,924,,,,-3,,,,,,,,,,,,,,,,,,,37.82755,-122.41165,,
38249.78282,7.1,20,,,,,,,95,1.03,196,,,,,,,,,,,,,,,,,,,,,,,,,,37.82755,-122.41165,176.8,7.5
38249.78283,7.17,20,21.3,33.5,14.9,226,,2.7,,,196,,17,,16.09,,,0,,,,,,,,,,12.24,,,,,,,,,,,,
38249.78284,7.19,,,,,,,,,,196,21.11,,,,,,,,,,,,,,,,,,,,,,,,,37.827483,-122.411683,,
38249.78285,7.18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.827433,-122.411717,,
38249.78287,7.26,20,19.8,35.7,14.3,226,,2.8,96,1.09,194,,17,,16.09,-17.1,,,,,,,,,,,,12.24,,,,,,,,,,,178.8,7.5
38249.78288,7.29,,,,,,,,,,,4.5,,,,,,-1,,,,,,,,,,,,,,,,,,,37.827367,-122.411733,,
38249.78289,7.34,19,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,37.827367,-122.411733,,
38249.7829,7.34,18,22.1,32.8,14.1,,,,96,1.12,196,,,,16.15,-17.5,,,,,,,,,,,,12.24,,,,,,,,,37.8273,-122.41175,179.8,7.5
38249.78291,,,,,,226,,2.7,,,,-8.61,17,,,,,1,,,,,,,,,,,,,,,,,,,,,,
38249.78292,7.36,17,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,37.827217,-122.411783,,
38249.78294,7.31,19,21.4,34.7,14.5,226,,2.8,96,1.15,196,,17,,16.25,-18.2,,0,,,,,,,,,,12.24,,,,,,,,,,,179.8,7.5
38249.78295,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.827167,-122.4118,,
