Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38053.08446,4.04,120,2.33,156,6.12,15.7,,,239.8,0.75,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.3,4.01
38053.08447,,,,,,,,,,,209,,,,15.27,,,,,,,,,,,,,,,,,16,,,,,-36.786125,174.934707,,
38053.08448,4.08,132,3.11,161,6.9,,,,240.9,0.78,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5,4.06
38053.0845,,,,,6.23,10.9,,,248.2,0.79,207,,,,15.25,,,,,,,,,,,,,,,,,1,,,,,-36.786144,174.934671,,
38053.08451,,,,165,6.16,,,,,,,,,,15.14,,,,,,,,,,,,,,,,,,,,,,-36.786168,174.934664,,
38053.08453,4.11,137,2.33,168,5.59,10.6,,,241.8,0.7,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8,4.06
38053.08455,,,,,,,,,,,205,,,,15.24,,,,,,,,,,,,,,,,,1,,,,,-36.786208,174.934623,,
38053.08456,4.19,117,2.52,159,6.08,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.1,4.12
38053.08458,4.23,,,,5.87,3.3,,,230.8,0.62,205,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.08459,,,,,,,,,,,,,,,15.04,,,,,,,,,,,,,,,,,1,,,,,-36.78627,174.934563,,
38053.08461,4.27,118,2.91,156,6.37,359.9,,,231.1,0.57,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,4.12
38053.08462,4.3,,,,6.31,0.1,,,226,0.45,204,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.786312,174.934503,,
38053.08464,,,,,,,,,,,204,,,,14.92,,,,,,,,,,,,,,,,,1,,,,,-36.786338,174.934478,,
38053.08466,4.28,118,2.91,156,6.27,,,,218.2,0.39,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4.1
38053.08467,,,,,6.29,0.9,,,218.8,0.37,205,,,,14.92,,,,,,,,,,,,,,,,,16,,,,,-36.786378,174.934438,,
38053.08469,,119,2.91,157,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.4,4.1
38053.0847,4.38,,,,6.35,2.1,,,225.3,0.29,206,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08472,,118,3.11,155,6.41,,,,,,,,,,15.07,,,,,,,,,,,,,,,,,,,,,,-36.786435,174.934381,,
38053.08473,4.4,118,2.91,157,6.49,2.1,,,232.2,0.42,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.7,4.18
38053.08475,,,,,,,,,,,206,,,,14.87,,,,,,,,,,,,,,,,,1,,,,,-36.786457,174.934342,,
38053.08476,4.38,113,2.52,156,5.67,,,,225.3,0.45,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.8,4.25
38053.08478,4.39,,,,6.1,0.1,,,218.8,0.38,207,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.786513,174.934285,,
38053.08479,,,,153,5.96,,,,,,,,,,14.68,,,,,,,,,,,,,,,,,,,,,,-36.786535,174.934264,,
38053.08481,4.38,106,3.11,,5.79,359.7,,,229.1,0.35,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1,4.19
38053.08482,,,,,,,,,,,209,,,,14.55,,,,,,,,,,,,,,,,,16,,,,,-36.786573,174.934226,,
38053.08484,4.43,106,3.11,150,5.98,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.5,4.16
38053.08485,4.41,,,,5.81,4.8,,,247.9,0.32,209,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.786597,174.934183,,
38053.08487,,,,152,6.47,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,,,,,,-36.786618,174.934164,,
38053.08488,4.39,,,,6,1.3,,,249.7,0.32,209,,,,,,,,,,,,,,,,,,,,,16,,,,,,,226.8,4.14
38053.08489,,107,3.11,151,6.02,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
38053.0849,4.36,,,,5.71,2.9,,,242.6,0.31,208,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.786663,174.934099,,
38053.08491,,107,2.33,157,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5,4.16
38053.08493,,,,,5.59,2.2,,,222.6,0.27,208,,,,14.41,,,,,,,,,,,,,,,,,16,,,,,-36.786694,174.934069,,
38053.08494,4.32,107,2.52,152,5.92,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2,4.17
38053.08495,,,,,5.87,2.5,,,218.4,0.22,207,,,,14.4,,,,,,,,,,,,,,,,,1,,,,,-36.786728,174.934035,,
38053.08497,,,,155,5.59,,,,,,,,,,14.51,,,,,,,,,,,,,,,,,16,,,,,-36.786736,174.933997,,
38053.08498,4.25,107,2.52,154,5.44,0.4,,,222.9,0.22,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.1,4.17
38053.085,,,,,,,,,,,205,,,,14.28,,,,,,,,,,,,,,,,,1,,,,,-36.786773,174.933975,,
38053.08501,4.2,108,2.33,156,5.34,,,,218.8,0.23,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4,4.11
38053.08503,4.11,,,,5.2,0.1,,,184.7,0.11,205,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.786811,174.933936,,
38053.08504,,,,152,5.81,,,,,,,,,,14.24,,,,,,,,,,,,,,,,,,,,,,-36.786835,174.933898,,
38053.08506,4.07,110,2.33,150,5.57,,,,134,0.08,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9,3.95
38053.08508,,,,,5.42,358.1,,,,,204,,,,14.43,,,,,,,,,,,,,,,,,16,,,,,-36.786876,174.933855,,
38053.08509,,,,151,5.71,,,,,,,,,,14.26,,,,,,,,,,,,,,,,,,,,,,-36.786886,174.933848,,
38053.08511,3.97,109,2.52,153,5.19,0.3,,,99.2,0.21,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1,3.87
38053.08513,,,,,,,,,,,206,,,,14.33,,,,,,,,,,,,,,,,,16,,,,,-36.786926,174.933807,,
38053.08514,,107,2.91,150,5.53,,,,,,,,,,14.53,,,,,,,,,,,,,,,,,,,,,,,,222.6,3.79
38053.08516,3.89,,,,5.71,354.7,,,38.8,0.15,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.3,3.75
38053.08518,,,,,,,,,,,205,,,,14.3,,,,,,,,,,,,,,,,,16,,,,,-36.786975,174.933741,,
38053.08519,,109,2.52,151,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6,3.69
38053.08521,3.83,,,,5.15,0,,,39.1,0.18,205,,,,,,,,,,,,,,,,,,,,,1,,,,,,,223,3.67
38053.08522,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,16,,,,,-36.787037,174.93368,,
38053.08524,3.83,110,2.52,153,5.22,,,,45.9,0.17,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2,3.67
38053.08525,,,,,5.26,356.8,,,75.1,0.16,204,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.787061,174.933638,,
38053.08527,,110,2.91,150,5.52,,,,,,,,,,14.16,,,,,,,,,,,,,,,,,,,,,,,,222.1,3.72
38053.08528,3.82,108,2.52,,5.59,359.7,,,83.2,0.13,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.1,3.74
38053.08531,3.79,,,,5.3,352.6,,,93.4,0.17,204,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08532,,,,150,5.61,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,-36.787152,174.933548,,
38053.08534,3.78,106,2.91,149,5.36,353.1,,,89,0.14,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,3.71
38053.08535,,,,,,,,,,,205,,,,14.06,,,,,,,,,,,,,,,,,1,,,,,-36.787174,174.933525,,
38053.08537,3.78,106,2.91,149,5.48,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9,3.71
38053.08538,3.81,,,,5.11,357.3,,,85.8,0.15,205,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.787212,174.933487,,
38053.0854,,106,2.91,148,5.59,,,,,,,,,,13.93,,,,,,,,,,,,,,,,,,,,,,-36.787218,174.933465,,
38053.08541,3.86,105,3.11,,5.69,355.6,,,78.9,0.17,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.7,3.65
38053.08542,,,,,,,,,,,209,,,,14.02,,,,,,,,,,,,,,,,,16,,,,,-36.787255,174.933444,,
38053.08544,,105,3.11,149,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1,3.68
38053.08546,4.01,,,,5.73,1.8,,,296.2,0.04,211,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.787279,174.933402,,
38053.08547,,,,,,,,,,,,,,,14.02,,,,,,,,,,,,,,,,,16,,,,,-36.787303,174.933346,,
38053.08549,4.13,105,2.91,152,5.96,,,,280.5,0.23,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3,3.85
38053.08551,,,,,5.42,3.3,,,267.1,0.3,210,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.787327,174.933302,,
38053.08552,,,,152,5.87,,,,,,,,,,14.16,,,,,,,,,,,,,,,,,,,,,,-36.787351,174.933281,,
38053.08554,4.27,105,2.91,156,5.57,358.3,,,252.5,0.35,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7,4.06
38053.08555,,,,,,,,,,,207,,,,13.85,,,,,,,,,,,,,,,,,1,,,,,-36.787389,174.933241,,
38053.08557,4.31,112,2.52,155,5.52,,,,221.6,0.28,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.7,4.15
38053.08558,,,,,5.77,2.9,,,195.7,0.3,206,,,,13.87,,,,,,,,,,,,,,,,,16,,,,,-36.78741,174.933203,,
38053.08559,,114,2.52,157,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6,4.12
38053.08561,4.21,,,,5.59,1.3,,,180.8,0.27,206,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08563,,,,,,,,,,,206,,,,13.9,,,,,,,,,,,,,,,,,16,,,,,-36.787473,174.933143,,
38053.08564,4.2,115,2.91,155,6.22,,,,172.1,0.2,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,4.01
38053.08566,,,,,5.77,0.6,,,185.9,0.13,204,,,,13.74,,,,,,,,,,,,,,,,,1,,,,,-36.787493,174.933105,,
38053.08567,,115,2.52,157,5.77,,,,,,,,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,224.6,3.97
38053.08569,4.23,115,2.33,159,5.79,,,,158.9,0.15,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.4,3.95
38053.08571,4.3,,,,6.37,355.2,,,162.7,0.18,202,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08572,,,,156,5.65,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,-36.787569,174.933031,,
38053.08574,4.24,115,3.11,154,6.41,359.7,,,149.7,0.23,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6,3.99
38053.08576,4.26,,,,5.55,355.7,,,149.1,0.26,202,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.787629,174.932969,,
38053.08577,,,,,,,,,,,,,,,13.77,,,,,,,,,,,,,,,,,16,,,,,-36.787637,174.932946,,
38053.08579,4.14,107,2.33,154,5.42,,,,160.4,0.31,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9,4.06
38053.08581,,,,,5.05,357.3,,,,,203,,,,13.89,,,,,,,,,,,,,,,,,1,,,,,-36.78766,174.932923,,
38053.08582,,106,1.94,158,4.93,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,221.8,3.96
38053.08584,3.99,105,2.33,,5.24,356.9,,,138.2,0.21,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.3,3.93
38053.08586,,,,,5.53,359.5,,,,,205,,,,13.85,,,,,,,,,,,,,,,,,1,,,,,-36.787725,174.932858,,
38053.08587,,105,2.33,155,5.24,,,,,,,,,,13.55,,,,,,,,,,,,,,,,,,,,,,,,223.1,3.83
38053.08589,3.94,,,,4.72,1.9,,,355.4,0.08,205,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.0859,,,,,,,,,,,204,,,,13.67,,,,,,,,,,,,,,,,,1,,,,,-36.78779,174.932775,,
38053.08592,3.9,99,1.16,164,4.23,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,3.73
38053.08593,3.85,,,,5.19,359.8,,,83.3,0.11,205,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.787812,174.932752,,
38053.08595,,,,,,,,,,,,,,,13.88,,,,,,,,,,,,,,,,,1,,,,,-36.787837,174.932729,,
38053.08597,3.83,103,2.52,152,5.2,4.6,,,11.4,0.05,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4,3.72
38053.08598,,,,,4.87,7.2,,,328.6,0.09,206,,,,13.72,,,,,,,,,,,,,,,,,16,,,,,-36.78786,174.932688,,
38053.086,,110,2.33,158,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3,3.68
38053.08601,3.77,,,,5.19,2.6,,,358.7,0.14,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9,3.62
38053.08603,,,,,,,,,,,,,,,13.66,,,,,,,,,,,,,,,,,16,,,,,-36.787903,174.93263,,
38053.08604,3.78,82,2.33,148,4.27,,,,348.7,0.23,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3,3.56
38053.08606,3.82,,,,4.76,5.2,,,329.4,0.28,206,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.787944,174.932569,,
38053.08608,,,,154,2.89,,,,,,,,,,13.56,,,,,,,,,,,,,,,,,,,,,,-36.787952,174.932548,,
38053.08609,3.77,82,0.77,168,3.69,16.6,,,333,0.26,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1,3.59
38053.08611,,,,,4.1,17.6,,,,,204,,,,13.72,,,,,,,,,,,,,,,,,1,,,,,-36.787991,174.932523,,
38053.08613,,,,,,,,,,,,,,,13.58,,,,,,,,,,,,,,,,,16,,,,,-36.788003,174.932496,,
38053.08614,3.69,96,1.74,155,4.47,2.1,,,7.5,0.3,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3,3.42
38053.08616,,,,,,,,,,,205,,,,13.85,,,,,,,,,,,,,,,,,1,,,,,-36.788024,174.932458,,
38053.08617,,104,1.94,156,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,3.4
38053.08619,3.63,,,,4.76,356.6,,,3.8,0.32,205,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.788059,174.932421,,
38053.0862,,102,1.94,155,4.52,,,,,,,,,,13.64,,,,,,,,,,,,,,,,,,,,,,,,,
38053.08622,3.62,,,,4.74,357.1,,,9.6,0.31,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6,3.4
38053.08623,,,,,,,,,,,204,,,,13.69,,,,,,,,,,,,,,,,,16,,,,,-36.788106,174.932358,,
38053.08625,3.63,106,1.74,159,4.62,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9,3.42
38053.08626,3.71,,,,4.56,6.2,,,350.9,0.18,202,,,,,,,,,,,,,,,,,,,,,1,,,,,,,225.8,3.5
38053.08628,,,,,,,,,,,202,,,,13.54,,,,,,,,,,,,,,,,,16,,,,,-36.788154,174.932312,,
38053.0863,3.76,109,1.74,161,4.97,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.7,3.56
38053.08631,,,,,5.34,358.7,,,87.6,0.09,203,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.788177,174.932271,,
38053.08633,,,,154,5.36,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,-36.788218,174.932248,,
38053.08634,4.01,107,1.94,,5.3,3.4,,,188.1,0.08,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6,3.74
38053.08636,,,,,,,,,,,204,,,,13.67,,,,,,,,,,,,,,,,,1,,,,,-36.788239,174.93221,,
38053.08637,4.12,107,1.94,159,5.09,,,,231.1,0.1,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4,3.83
38053.08639,,,,,5.17,3.6,,,247,0.17,205,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.788278,174.93217,,
38053.0864,,107,1.94,159,5.07,,,,,,,,,,13.53,,,,,,,,,,,,,,,,,,,,,,,,226,3.85
38053.08642,4.19,,,,5.28,4.9,,,263.2,0.16,205,,,,,,,,,,,,,,,,,,,,,1,,,,,,,226.7,3.83
38053.08643,,,,,,,,,,,,,,,13.59,,,,,,,,,,,,,,,,,16,,,,,-36.78832,174.932113,,
38053.08645,4.2,108,1.94,159,5.2,7.5,,,262.4,0.25,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,3.87
38053.08646,,,,,5.13,5.8,,,,,207,,,,13.6,,,,,,,,,,,,,,,,,1,,,,,-36.788342,174.932072,,
38053.08648,,108,1.94,159,5.2,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,-36.788367,174.932017,,
38053.08649,4.23,,,,5.48,3.6,,,265.6,0.27,208,,,,,,,,,,,,,,,,,,,,,16,,,,,,,228.3,3.88
38053.08651,,,,,,,,,,,,,,,13.65,,,,,,,,,,,,,,,,,1,,,,,-36.788403,174.931979,,
38053.08652,4.29,107,3.49,150,6.58,359.6,,,267.9,0.32,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3,3.93
38053.08654,,,,,6.27,359.1,,,,,207,,,,13.59,,,,,,,,,,,,,,,,,16,,,,,-36.788425,174.931937,,
38053.08655,,107,3.11,153,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.1,4.06
38053.08656,,,,,6.18,358.5,,,,,207,,,,13.59,,,,,,,,,,,,,,,,,1,,,,,-36.788459,174.931903,,
38053.08657,4.45,108,3.11,153,6.39,,,,247.2,0.44,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2,4.21
38053.08658,,,,,,,,,,,206,,,,13.63,,,,,,,,,,,,,,,,,16,,,,,-36.78849,174.931857,,
38053.0866,4.57,107,3.49,151,6.84,356.9,,,249.5,0.45,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3,4.27
38053.08661,,,,,,,,,,,205,,,,13.55,,,,,,,,,,,,,,,,,1,,,,,-36.788505,174.931826,,
38053.08662,4.68,108,2.52,,6.35,358.8,,,250.4,0.56,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4,4.41
38053.08663,,,,157,6.18,,,,,,,,,,13.64,,,,,,,,,,,,,,,,,,,,,,-36.788552,174.931763,,
38053.08664,4.73,,,,6.33,358.3,,,234.1,0.48,204,,,,,,,,,,,,,,,,,,,,,16,,,,,,,227.8,4.42
38053.08665,,108,3.11,153,6.47,,,,,,,,,,13.48,,,,,,,,,,,,,,,,,,,,,,,,,
38053.08667,4.81,,,,6.9,355.1,,,230.6,0.46,204,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08668,,108,3.49,150,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2,4.45
38053.08669,,,,,6.9,355.4,,,231.4,0.45,204,,,,13.48,,,,,,,,,,,,,,,,,16,,,,,-36.788612,174.931684,,
38053.0867,4.82,108,3.69,150,7.01,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2,4.48
38053.08671,,,,,6.74,355,,,,,204,,,,13.72,,,,,,,,,,,,,,,,,1,,,,,-36.788644,174.931636,,
38053.08673,,,,151,6.82,,,,,,,,,,13.63,,,,,,,,,,,,,,,,,,,,,,-36.788668,174.931616,,
38053.08675,4.8,107,3.11,153,6.39,355.6,,,243,0.37,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,4.45
38053.08676,,,,,,,,,,,204,,,,13.61,,,,,,,,,,,,,,,,,1,,,,,-36.788708,174.931539,,
38053.08677,4.78,108,3.49,150,6.62,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5,4.48
38053.08679,4.75,,,,7.63,348.7,,,249.9,0.41,204,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.788747,174.931498,,
38053.08681,,108,4.85,144,7.87,,,,,,,,,,13.65,,,,,,,,,,,,,,,,,,,,,,-36.788767,174.931482,,
38053.08682,4.74,107,4.27,146,7.25,347,,,253.6,0.39,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7,4.5
38053.08684,,,,,,,,,,,203,,,,13.52,,,,,,,,,,,,,,,,,16,,,,,-36.788807,174.93144,,
38053.08685,,108,4.66,144,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,4.52
38053.08687,4.74,,,,7.73,347.9,,,239.3,0.27,203,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08688,,,,145,7.67,,,,,,,,,,13.68,,,,,,,,,,,,,,,,,16,,,,,-36.788853,174.931363,,
38053.0869,4.83,108,4.66,146,7.98,347.5,,,241.6,0.24,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6,4.47
38053.08691,,,,,,,,,,,203,,,,13.68,,,,,,,,,,,,,,,,,1,,,,,-36.788909,174.931305,,
38053.08693,,108,4.85,146,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6,4.52
38053.08694,5.1,,,,8.68,346.7,,,243.6,0.3,203,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.08696,,,,144,8.53,,,,,,,,,,13.65,,,,,,,,,,,,,,,,,,,,,,-36.788968,174.931231,,
38053.08697,5.2,108,4.85,146,8.28,348.6,,,243.7,0.44,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.4,4.83
38053.08699,,,,,,,,,,,201,,,,13.76,,,,,,,,,,,,,,,,,16,,,,,-36.789007,174.931174,,
38053.087,5.32,107,4.85,148,8.3,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,4.96
38053.08702,5.43,,,,8.53,349.3,,,219.4,0.55,202,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.789049,174.931131,,
38053.08703,,108,5.24,146,8.88,,,,,,,,,,13.73,,,,,,,,,,,,,,,,,,,,,,,,,
38053.08705,5.56,108,4.66,,8.31,352.5,,,224.3,0.72,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6,5.24
38053.08706,,,,,,,,,,,201,,,,13.67,,,,,,,,,,,,,,,,,1,,,,,-36.789127,174.93102,,
38053.08708,,107,4.27,152,8.39,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,-36.789167,174.930983,,
38053.0871,5.9,101,4.66,147,8.43,351.7,,,215.1,0.84,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3,5.55
38053.08711,,,,,,,,,,,202,,,,13.78,,,,,,,,,,,,,,,,,1,,,,,-36.789208,174.930923,,
38053.08713,5.99,103,4.66,148,8.47,,,,219.6,0.86,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,5.63
38053.08714,6.01,,,,8.37,349.3,,,223.6,0.89,202,,,,,,,,,,,,,,,,,,,,,16,,,,,,,225.6,5.71
38053.08716,,,,,,,,,,,202,,,,13.6,,,,,,,,,,,,,,,,,1,,,,,-36.789276,174.930822,,
38053.08718,,102,4.27,148,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6,5.67
38053.0872,5.96,102,4.27,148,7.96,352.5,,,229.1,0.73,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,5.61
38053.08722,,,,,8.9,352.1,,,,,204,,,,13.63,,,,,,,,,,,,,,,,,1,,,,,-36.789378,174.930702,,
38053.08723,,87,4.66,142,7.52,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,226.6,5.65
38053.08725,6.06,,,,7.46,349.3,,,239.3,0.81,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,5.75
38053.08726,,,,,,,,,,,205,,,,13.81,,,,,,,,,,,,,,,,,1,,,,,-36.789441,174.930622,,
38053.08728,6.04,90,4.27,146,7.52,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5,5.67
38053.0873,6.04,,,,7.75,348.8,,,244.2,0.65,208,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.08731,,,,,,,,,,,,,,,13.78,,,,,,,,,,,,,,,,,1,,,,,-36.789504,174.930511,,
38053.08733,6.05,90,4.85,142,7.91,347.9,,,260.1,0.83,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8,5.7
38053.08734,,,,,,,,,,,209,,,,13.74,,,,,,,,,,,,,,,,,16,,,,,-36.789561,174.930433,,
38053.08735,6.08,90,4.66,142,7.58,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.9,5.76
38053.08737,6.04,,,,8.14,348.8,,,265.9,0.87,211,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.08739,,,,139,8.28,,,,,,,,,,13.71,,,,,,,,,,,,,,,,,16,,,,,-36.789618,174.930347,,
38053.0874,6.11,90,4.85,142,7.83,350.7,,,272.9,0.92,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.9,5.74
38053.08742,,,,,7.95,353,,,274.4,1.01,211,,,,13.76,,,,,,,,,,,,,,,,,1,,,,,-36.789645,174.930279,,
38053.08743,,90,4.85,142,7.91,,,,,,,,,,13.56,,,,,,,,,,,,,,,,,,,,,,-36.789667,174.930233,,
38053.08745,6.1,,,,7.58,351.8,,,272,0.98,210,,,,,,,,,,,,,,,,,,,,,16,,,,,,,234.7,5.86
38053.08746,,,,,,,,,,,209,,,,13.6,,,,,,,,,,,,,,,,,1,,,,,-36.789721,174.930158,,
38053.08748,5.98,94,4.85,143,7.98,351.4,,,278.4,0.73,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.2,5.66
38053.08749,,,,,9.21,354.2,,,,,209,,,,13.5,,,,,,,,,,,,,,,,,16,,,,,-36.789761,174.930098,,
38053.08751,,73,5.44,130,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.3,5.56
38053.08752,6,,,,7.93,346.2,,,281.5,0.6,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5,5.61
38053.08754,,,,,,,,,,,209,,,,13.5,,,,,,,,,,,,,,,,,16,,,,,-36.789809,174.930002,,
38053.08756,,85,4.66,139,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,5.66
38053.08757,5.94,,,,7.91,351.6,,,279.9,0.53,209,,,,,,,,,,,,,,,,,,,,,1,,,,,,,232.3,5.58
38053.08759,,,,139,7.36,,,,,,,,,,13.41,,,,,,,,,,,,,,,,,,,,,,-36.78987,174.929929,,
38053.0876,5.93,92,4.27,145,7.4,354,,,285,0.58,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.7,5.58
38053.08762,,,,,,,,,,,209,,,,13.4,,,,,,,,,,,,,,,,,1,,,,,-36.789924,174.929854,,
38053.08763,,91,4.08,145,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.1,5.56
